row,s,dis,displayName,jerseyNumber
76436,5.57,0.56,Jordan Poyer,21
76437,5.19,0.52,Jordan Poyer,21
76438,4.9,0.5,Jordan Poyer,21
76439,4.55,0.47,Jordan Poyer,21
76440,0,0,Deon Lacey,44
76441,0,0,Deon Lacey,44
76442,0,0,Deon Lacey,44
76443,0,0,Deon Lacey,44
76444,0,0,Deon Lacey,44
76445,0,0,Deon Lacey,44
76446,0,0,Deon Lacey,44
76447,0,0,Deon Lacey,44
76448,0,0,Deon Lacey,44
76449,0,0,Deon Lacey,44
76450,0,0,Deon Lacey,44
76451,0,0,Deon Lacey,44
76452,0,0,Deon Lacey,44
76453,0,0,Deon Lacey,44
76454,0,0.01,Deon Lacey,44
76455,0.02,0.01,Deon Lacey,44
76456,0.12,0.01,Deon Lacey,44
76457,0.37,0.03,Deon Lacey,44
76458,0.82,0.08,Deon Lacey,44
76459,1.22,0.11,Deon Lacey,44
76460,1.61,0.15,Deon Lacey,44
76461,1.97,0.19,Deon Lacey,44
76462,2.24,0.21,Deon Lacey,44
76463,2.61,0.26,Deon Lacey,44
76464,2.83,0.27,Deon Lacey,44
76465,2.98,0.29,Deon Lacey,44
76466,3.22,0.33,Deon Lacey,44
76467,3.28,0.32,Deon Lacey,44
76468,3.44,0.35,Deon Lacey,44
76469,3.58,0.36,Deon Lacey,44
76470,3.76,0.37,Deon Lacey,44
76471,4.07,0.4,Deon Lacey,44
76472,4.16,0.41,Deon Lacey,44
76473,4.22,0.42,Deon Lacey,44
76474,4.19,0.42,Deon Lacey,44
76475,4.14,0.42,Deon Lacey,44
76476,4.04,0.41,Deon Lacey,44
76477,3.89,0.39,Deon Lacey,44
76478,3.58,0.36,Deon Lacey,44
76479,3.25,0.33,Deon Lacey,44
76480,2.99,0.3,Deon Lacey,44
76481,2.81,0.28,Deon Lacey,44
76482,2.73,0.27,Deon Lacey,44
76483,2.73,0.27,Deon Lacey,44
76484,2.72,0.27,Deon Lacey,44
76485,2.67,0.27,Deon Lacey,44
76486,2.5,0.25,Deon Lacey,44
76487,2.41,0.24,Deon Lacey,44
76488,2.37,0.25,Deon Lacey,44
76489,2.29,0.23,Deon Lacey,44
76490,2.13,0.22,Deon Lacey,44
76491,2.08,0.21,Deon Lacey,44
76492,1.99,0.2,Deon Lacey,44
76493,1.93,0.2,Deon Lacey,44
76494,2.01,0.21,Deon Lacey,44
76495,1.97,0.2,Deon Lacey,44
76496,2.1,0.22,Deon Lacey,44
76497,1.98,0.2,Deon Lacey,44
76498,1.88,0.19,Deon Lacey,44
76499,1.9,0.18,Deon Lacey,44
76500,1.99,0.19,Deon Lacey,44
76501,2.15,0.2,Deon Lacey,44
76502,2.34,0.22,Deon Lacey,44
76503,2.58,0.24,Deon Lacey,44
76504,2.97,0.28,Deon Lacey,44
76505,3.44,0.33,Deon Lacey,44
76506,3.84,0.37,Deon Lacey,44
76507,4.16,0.4,Deon Lacey,44
76508,4.55,0.45,Deon Lacey,44
76509,4.78,0.47,Deon Lacey,44
76510,5.14,0.51,Deon Lacey,44
76511,5.5,0.54,Deon Lacey,44
76512,5.86,0.58,Deon Lacey,44
76513,6.12,0.6,Deon Lacey,44
76514,6.38,0.63,Deon Lacey,44
76515,6.62,0.66,Deon Lacey,44
76516,6.8,0.68,Deon Lacey,44
76517,6.93,0.69,Deon Lacey,44
76518,7,0.7,Deon Lacey,44
76519,7.06,0.71,Deon Lacey,44
76520,7,0.7,Deon Lacey,44
76521,7.07,0.72,Deon Lacey,44
76522,7.05,0.71,Deon Lacey,44
76523,7.09,0.73,Deon Lacey,44
76524,7.15,0.73,Deon Lacey,44
76525,0,0.01,Logan Thomas,82
76526,0,0,Logan Thomas,82
76527,0,0,Logan Thomas,82
76528,0,0.01,Logan Thomas,82
76529,0,0,Logan Thomas,82
76530,0,0,Logan Thomas,82
76531,0,0,Logan Thomas,82
76532,0,0.01,Logan Thomas,82
76533,0,0,Logan Thomas,82
76534,0,0,Logan Thomas,82
76535,0,0.01,Logan Thomas,82
76536,0,0.01,Logan Thomas,82
76537,0,0,Logan Thomas,82
76538,0,0,Logan Thomas,82
76539,0,0.01,Logan Thomas,82
76540,0.01,0.01,Logan Thomas,82
76541,0.14,0.01,Logan Thomas,82
76542,0.34,0.03,Logan Thomas,82
76543,0.65,0.06,Logan Thomas,82
76544,0.94,0.09,Logan Thomas,82
76545,1.11,0.09,Logan Thomas,82
76546,1.14,0.09,Logan Thomas,82
76547,1.12,0.09,Logan Thomas,82
76548,1.03,0.09,Logan Thomas,82
76549,0.76,0.06,Logan Thomas,82
76550,0.57,0.06,Logan Thomas,82
76551,0.56,0.06,Logan Thomas,82
76552,1,0.09,Logan Thomas,82
76553,1.48,0.13,Logan Thomas,82
76554,1.96,0.17,Logan Thomas,82
76555,2.49,0.23,Logan Thomas,82
76556,3.07,0.29,Logan Thomas,82
76557,3.62,0.34,Logan Thomas,82
76558,4.13,0.4,Logan Thomas,82
76559,4.69,0.45,Logan Thomas,82
76560,5.16,0.5,Logan Thomas,82
76561,5.57,0.54,Logan Thomas,82
76562,5.92,0.58,Logan Thomas,82
76563,6.28,0.62,Logan Thomas,82
76564,6.51,0.64,Logan Thomas,82
76565,6.7,0.66,Logan Thomas,82
76566,6.85,0.68,Logan Thomas,82
76567,6.98,0.7,Logan Thomas,82
76568,7.09,0.71,Logan Thomas,82
76569,7.26,0.73,Logan Thomas,82
76570,7.36,0.74,Logan Thomas,82
76571,7.37,0.74,Logan Thomas,82
76572,7.48,0.76,Logan Thomas,82
76573,7.64,0.78,Logan Thomas,82
76574,7.79,0.79,Logan Thomas,82
76575,7.93,0.8,Logan Thomas,82
76576,8.05,0.81,Logan Thomas,82
76577,8.24,0.82,Logan Thomas,82
76578,8.36,0.83,Logan Thomas,82
76579,8.4,0.84,Logan Thomas,82
76580,8.49,0.85,Logan Thomas,82
76581,8.52,0.85,Logan Thomas,82
76582,8.55,0.86,Logan Thomas,82
76583,8.6,0.87,Logan Thomas,82
76584,8.5,0.86,Logan Thomas,82
76585,8.42,0.85,Logan Thomas,82
76586,8.28,0.84,Logan Thomas,82
76587,8.11,0.82,Logan Thomas,82
76588,7.91,0.8,Logan Thomas,82
76589,7.63,0.78,Logan Thomas,82
76590,7.36,0.75,Logan Thomas,82
76591,7.05,0.72,Logan Thomas,82
76592,6.69,0.68,Logan Thomas,82
76593,6.42,0.66,Logan Thomas,82
76594,6.15,0.63,Logan Thomas,82
76595,5.91,0.61,Logan Thomas,82
76596,5.72,0.59,Logan Thomas,82
76597,5.58,0.57,Logan Thomas,82
76598,5.48,0.56,Logan Thomas,82
76599,5.39,0.55,Logan Thomas,82
76600,5.36,0.54,Logan Thomas,82
76601,5.4,0.54,Logan Thomas,82
76602,5.35,0.54,Logan Thomas,82
76603,5.27,0.53,Logan Thomas,82
76604,5.08,0.51,Logan Thomas,82
76605,4.84,0.49,Logan Thomas,82
76606,4.44,0.45,Logan Thomas,82
76607,4.05,0.42,Logan Thomas,82
76608,3.62,0.38,Logan Thomas,82
76609,3.26,0.34,Logan Thomas,82
76610,0.09,0.01,Walt Aikens,35
76611,0.08,0.01,Walt Aikens,35
76612,0.08,0.02,Walt Aikens,35
76613,0.07,0.01,Walt Aikens,35
76614,0.07,0.01,Walt Aikens,35
76615,0.06,0,Walt Aikens,35
76616,0.05,0.01,Walt Aikens,35
76617,0.05,0.01,Walt Aikens,35
76618,0.04,0.01,Walt Aikens,35
76619,0.04,0.02,Walt Aikens,35
76620,0.03,0.03,Walt Aikens,35
76621,0.02,0.02,Walt Aikens,35
76622,0.05,0.03,Walt Aikens,35
76623,0.21,0,Walt Aikens,35
76624,0.82,0.09,Walt Aikens,35
76625,1.35,0.12,Walt Aikens,35
76626,1.91,0.18,Walt Aikens,35
76627,2.32,0.21,Walt Aikens,35
76628,3.13,0.33,Walt Aikens,35
76629,3.68,0.35,Walt Aikens,35
76630,4.21,0.4,Walt Aikens,35
76631,4.75,0.46,Walt Aikens,35
76632,5.13,0.5,Walt Aikens,35
76633,5.4,0.52,Walt Aikens,35
76634,5.54,0.55,Walt Aikens,35
76635,5.48,0.55,Walt Aikens,35
76636,5.35,0.54,Walt Aikens,35
76637,5.15,0.52,Walt Aikens,35
76638,4.91,0.5,Walt Aikens,35
76639,4.6,0.47,Walt Aikens,35
76640,4.4,0.45,Walt Aikens,35
76641,4.19,0.43,Walt Aikens,35
76642,3.99,0.41,Walt Aikens,35
76643,3.94,0.4,Walt Aikens,35
76644,3.91,0.39,Walt Aikens,35
76645,4.05,0.41,Walt Aikens,35
76646,4.11,0.41,Walt Aikens,35
76647,4.07,0.41,Walt Aikens,35
76648,4.1,0.41,Walt Aikens,35
76649,4.09,0.41,Walt Aikens,35
76650,4.26,0.43,Walt Aikens,35
76651,4.44,0.44,Walt Aikens,35
76652,4.58,0.45,Walt Aikens,35
76653,4.76,0.47,Walt Aikens,35
76654,4.92,0.49,Walt Aikens,35
76655,5.13,0.51,Walt Aikens,35
76656,5.23,0.52,Walt Aikens,35
76657,5.25,0.52,Walt Aikens,35
76658,5.02,0.5,Walt Aikens,35
76659,4.8,0.49,Walt Aikens,35
76660,4.56,0.46,Walt Aikens,35
76661,4.08,0.42,Walt Aikens,35
76662,3.78,0.39,Walt Aikens,35
76663,3.67,0.37,Walt Aikens,35
76664,3.67,0.37,Walt Aikens,35
76665,3.72,0.37,Walt Aikens,35
76666,3.89,0.38,Walt Aikens,35
76667,4.03,0.39,Walt Aikens,35
76668,4.18,0.41,Walt Aikens,35
76669,4.3,0.42,Walt Aikens,35
76670,4.45,0.44,Walt Aikens,35
76671,4.53,0.45,Walt Aikens,35
76672,4.64,0.46,Walt Aikens,35
76673,4.8,0.49,Walt Aikens,35
76674,4.83,0.48,Walt Aikens,35
76675,4.84,0.49,Walt Aikens,35
76676,4.89,0.49,Walt Aikens,35
76677,4.96,0.5,Walt Aikens,35
76678,5,0.5,Walt Aikens,35
76679,5.07,0.51,Walt Aikens,35
76680,5.14,0.52,Walt Aikens,35
76681,5.25,0.53,Walt Aikens,35
76682,5.32,0.53,Walt Aikens,35
76683,5.39,0.54,Walt Aikens,35
76684,5.5,0.55,Walt Aikens,35
76685,5.61,0.56,Walt Aikens,35
76686,5.72,0.57,Walt Aikens,35
76687,5.88,0.59,Walt Aikens,35
76688,6.03,0.6,Walt Aikens,35
76689,6.19,0.62,Walt Aikens,35
76690,6.26,0.62,Walt Aikens,35
76691,6.28,0.63,Walt Aikens,35
76692,6.3,0.63,Walt Aikens,35
76693,6.31,0.63,Walt Aikens,35
76694,6.27,0.63,Walt Aikens,35
76695,0.14,0.05,Senorise Perry,34
76696,0.13,0.01,Senorise Perry,34
76697,0.14,0.03,Senorise Perry,34
76698,0.15,0.03,Senorise Perry,34
76699,0.14,0.04,Senorise Perry,34
76700,0.12,0.03,Senorise Perry,34
76701,0.1,0.02,Senorise Perry,34
76702,0.12,0.01,Senorise Perry,34
76703,0.23,0.03,Senorise Perry,34
76704,0.33,0.05,Senorise Perry,34
76705,0.39,0.05,Senorise Perry,34
76706,0.41,0.03,Senorise Perry,34
76707,0.5,0.07,Senorise Perry,34
76708,0.59,0.06,Senorise Perry,34
76709,0.83,0.09,Senorise Perry,34
76710,1.13,0.12,Senorise Perry,34
76711,1.72,0.15,Senorise Perry,34
76712,2.2,0.19,Senorise Perry,34
76713,2.74,0.24,Senorise Perry,34
76714,3.22,0.3,Senorise Perry,34
76715,3.63,0.35,Senorise Perry,34
76716,3.93,0.38,Senorise Perry,34
76717,4.26,0.42,Senorise Perry,34
76718,4.38,0.43,Senorise Perry,34
76719,4.48,0.44,Senorise Perry,34
76720,4.5,0.44,Senorise Perry,34
76721,4.52,0.45,Senorise Perry,34
76722,4.52,0.45,Senorise Perry,34
76723,4.48,0.45,Senorise Perry,34
76724,4.38,0.44,Senorise Perry,34
76725,4.27,0.43,Senorise Perry,34
76726,4.17,0.42,Senorise Perry,34
76727,4.06,0.41,Senorise Perry,34
76728,3.93,0.4,Senorise Perry,34
76729,4.15,0.45,Senorise Perry,34
76730,4.14,0.42,Senorise Perry,34
76731,4.07,0.41,Senorise Perry,34
76732,4.15,0.42,Senorise Perry,34
76733,4.22,0.42,Senorise Perry,34
76734,4.18,0.42,Senorise Perry,34
76735,4.09,0.41,Senorise Perry,34
76736,3.96,0.4,Senorise Perry,34
76737,3.85,0.39,Senorise Perry,34
76738,3.74,0.38,Senorise Perry,34
76739,3.51,0.35,Senorise Perry,34
76740,3.07,0.3,Senorise Perry,34
76741,2.61,0.25,Senorise Perry,34
76742,2.2,0.22,Senorise Perry,34
76743,1.52,0.14,Senorise Perry,34
76744,1.06,0.15,Senorise Perry,34
76745,0.51,0.08,Senorise Perry,34
76746,0.2,0.03,Senorise Perry,34
76747,0.54,0.04,Senorise Perry,34
76748,0.86,0.07,Senorise Perry,34
76749,1.09,0.1,Senorise Perry,34
76750,1.22,0.11,Senorise Perry,34
76751,1.37,0.13,Senorise Perry,34
76752,1.53,0.15,Senorise Perry,34
76753,1.63,0.16,Senorise Perry,34
76754,1.81,0.18,Senorise Perry,34
76755,1.95,0.19,Senorise Perry,34
76756,2.08,0.21,Senorise Perry,34
76757,2.27,0.23,Senorise Perry,34
76758,2.48,0.25,Senorise Perry,34
76759,2.7,0.27,Senorise Perry,34
76760,2.86,0.28,Senorise Perry,34
76761,3.26,0.33,Senorise Perry,34
76762,3.54,0.34,Senorise Perry,34
76763,3.81,0.37,Senorise Perry,34
76764,4.1,0.4,Senorise Perry,34
76765,4.42,0.43,Senorise Perry,34
76766,4.71,0.46,Senorise Perry,34
76767,4.94,0.48,Senorise Perry,34
76768,5.18,0.51,Senorise Perry,34
76769,5.35,0.53,Senorise Perry,34
76770,5.46,0.54,Senorise Perry,34
76771,5.6,0.56,Senorise Perry,34
76772,5.72,0.57,Senorise Perry,34
76773,5.8,0.58,Senorise Perry,34
76774,5.83,0.59,Senorise Perry,34
76775,5.88,0.59,Senorise Perry,34
76776,5.9,0.59,Senorise Perry,34
76777,5.89,0.59,Senorise Perry,34
76778,5.86,0.59,Senorise Perry,34
76779,5.83,0.59,Senorise Perry,34
76780,0.14,0.01,Stephone Anthony,44
76781,0.13,0.03,Stephone Anthony,44
76782,0.1,0.01,Stephone Anthony,44
76783,0.1,0.02,Stephone Anthony,44
76784,0.1,0.04,Stephone Anthony,44
76785,0.09,0.01,Stephone Anthony,44
76786,0.07,0.02,Stephone Anthony,44
76787,0.06,0.01,Stephone Anthony,44
76788,0.06,0.01,Stephone Anthony,44
76789,0.05,0.01,Stephone Anthony,44
76790,0.04,0.01,Stephone Anthony,44
76791,0.03,0,Stephone Anthony,44
76792,0.04,0.02,Stephone Anthony,44
76793,0.19,0.03,Stephone Anthony,44
76794,0.44,0.05,Stephone Anthony,44
76795,0.91,0.09,Stephone Anthony,44
76796,1.31,0.12,Stephone Anthony,44
76797,1.68,0.15,Stephone Anthony,44
76798,1.92,0.18,Stephone Anthony,44
76799,1.99,0.18,Stephone Anthony,44
76800,1.94,0.18,Stephone Anthony,44
76801,1.65,0.15,Stephone Anthony,44
76802,1.25,0.12,Stephone Anthony,44
76803,0.73,0.08,Stephone Anthony,44
76804,0.35,0.05,Stephone Anthony,44
76805,0.48,0.03,Stephone Anthony,44
76806,1.08,0.09,Stephone Anthony,44
76807,1.64,0.14,Stephone Anthony,44
76808,2.21,0.21,Stephone Anthony,44
76809,2.68,0.25,Stephone Anthony,44
76810,3.06,0.29,Stephone Anthony,44
76811,3.42,0.33,Stephone Anthony,44
76812,3.65,0.35,Stephone Anthony,44
76813,3.84,0.38,Stephone Anthony,44
76814,3.96,0.39,Stephone Anthony,44
76815,3.94,0.39,Stephone Anthony,44
76816,3.92,0.39,Stephone Anthony,44
76817,3.9,0.39,Stephone Anthony,44
76818,3.98,0.41,Stephone Anthony,44
76819,4.13,0.42,Stephone Anthony,44
76820,4.21,0.42,Stephone Anthony,44
76821,4.31,0.43,Stephone Anthony,44
76822,4.36,0.44,Stephone Anthony,44
76823,4.69,0.47,Stephone Anthony,44
76824,4.93,0.49,Stephone Anthony,44
76825,5.18,0.52,Stephone Anthony,44
76826,5.48,0.55,Stephone Anthony,44
76827,5.9,0.6,Stephone Anthony,44
76828,6.19,0.62,Stephone Anthony,44
76829,6.43,0.64,Stephone Anthony,44
76830,6.67,0.66,Stephone Anthony,44
76831,6.83,0.68,Stephone Anthony,44
76832,6.99,0.7,Stephone Anthony,44
76833,7.17,0.72,Stephone Anthony,44
76834,7.26,0.73,Stephone Anthony,44
76835,7.37,0.74,Stephone Anthony,44
76836,7.44,0.75,Stephone Anthony,44
76837,7.47,0.75,Stephone Anthony,44
76838,7.46,0.75,Stephone Anthony,44
76839,7.43,0.75,Stephone Anthony,44
76840,7.41,0.75,Stephone Anthony,44
76841,7.33,0.74,Stephone Anthony,44
76842,7.25,0.73,Stephone Anthony,44
76843,7.17,0.73,Stephone Anthony,44
76844,7.13,0.72,Stephone Anthony,44
76845,7.01,0.71,Stephone Anthony,44
76846,6.91,0.7,Stephone Anthony,44
76847,6.79,0.69,Stephone Anthony,44
76848,6.7,0.68,Stephone Anthony,44
76849,6.52,0.66,Stephone Anthony,44
76850,6.3,0.64,Stephone Anthony,44
76851,6.03,0.61,Stephone Anthony,44
76852,5.73,0.58,Stephone Anthony,44
76853,5.48,0.56,Stephone Anthony,44
76854,5.29,0.54,Stephone Anthony,44
76855,5.12,0.52,Stephone Anthony,44
76856,4.97,0.5,Stephone Anthony,44
76857,4.91,0.5,Stephone Anthony,44
76858,4.81,0.49,Stephone Anthony,44
76859,4.76,0.48,Stephone Anthony,44
76860,4.71,0.48,Stephone Anthony,44
76861,4.7,0.48,Stephone Anthony,44
76862,4.6,0.47,Stephone Anthony,44
76863,4.43,0.44,Stephone Anthony,44
76864,4.26,0.43,Stephone Anthony,44
76865,0.1,0.01,Bobby McCain,28
76866,0.09,0.01,Bobby McCain,28
76867,0.07,0.01,Bobby McCain,28
76868,0.07,0.01,Bobby McCain,28
76869,0.08,0.02,Bobby McCain,28
76870,0.07,0.01,Bobby McCain,28
76871,0.05,0.01,Bobby McCain,28
76872,0.03,0.02,Bobby McCain,28
76873,0.03,0,Bobby McCain,28
76874,0.02,0,Bobby McCain,28
76875,0.02,0.01,Bobby McCain,28
76876,0.03,0.01,Bobby McCain,28
76877,0.02,0,Bobby McCain,28
76878,0.02,0,Bobby McCain,28
76879,0.02,0,Bobby McCain,28
76880,0.03,0.03,Bobby McCain,28
76881,0.09,0.02,Bobby McCain,28
76882,0.23,0.03,Bobby McCain,28
76883,0.5,0.05,Bobby McCain,28
76884,0.78,0.07,Bobby McCain,28
76885,1.2,0.12,Bobby McCain,28
76886,1.64,0.16,Bobby McCain,28
76887,2.09,0.21,Bobby McCain,28
76888,2.48,0.24,Bobby McCain,28
76889,2.83,0.27,Bobby McCain,28
76890,3.12,0.3,Bobby McCain,28
76891,3.44,0.34,Bobby McCain,28
76892,3.77,0.37,Bobby McCain,28
76893,4.18,0.42,Bobby McCain,28
76894,4.56,0.45,Bobby McCain,28
76895,4.86,0.47,Bobby McCain,28
76896,5.19,0.51,Bobby McCain,28
76897,5.51,0.54,Bobby McCain,28
76898,6.05,0.6,Bobby McCain,28
76899,6.39,0.63,Bobby McCain,28
76900,6.71,0.66,Bobby McCain,28
76901,7.02,0.69,Bobby McCain,28
76902,7.27,0.72,Bobby McCain,28
76903,7.42,0.74,Bobby McCain,28
76904,7.51,0.75,Bobby McCain,28
76905,7.68,0.77,Bobby McCain,28
76906,7.73,0.77,Bobby McCain,28
76907,7.81,0.79,Bobby McCain,28
76908,7.87,0.8,Bobby McCain,28
76909,7.93,0.8,Bobby McCain,28
76910,7.97,0.81,Bobby McCain,28
76911,8.09,0.82,Bobby McCain,28
76912,8.06,0.81,Bobby McCain,28
76913,8.18,0.83,Bobby McCain,28
76914,8.26,0.83,Bobby McCain,28
76915,8.3,0.84,Bobby McCain,28
76916,8.32,0.84,Bobby McCain,28
76917,8.31,0.84,Bobby McCain,28
76918,8.27,0.84,Bobby McCain,28
76919,8.22,0.83,Bobby McCain,28
76920,8.17,0.83,Bobby McCain,28
76921,8.04,0.81,Bobby McCain,28
76922,7.94,0.81,Bobby McCain,28
76923,7.81,0.79,Bobby McCain,28
76924,7.72,0.79,Bobby McCain,28
76925,7.55,0.76,Bobby McCain,28
76926,7.34,0.74,Bobby McCain,28
76927,7.08,0.72,Bobby McCain,28
76928,6.96,0.71,Bobby McCain,28
76929,6.78,0.69,Bobby McCain,28
76930,6.55,0.67,Bobby McCain,28
76931,6.25,0.64,Bobby McCain,28
76932,5.95,0.61,Bobby McCain,28
76933,5.65,0.58,Bobby McCain,28
76934,5.26,0.54,Bobby McCain,28
76935,4.79,0.49,Bobby McCain,28
76936,4.38,0.45,Bobby McCain,28
76937,3.89,0.4,Bobby McCain,28
76938,3.42,0.35,Bobby McCain,28
76939,2.87,0.3,Bobby McCain,28
76940,2.43,0.26,Bobby McCain,28
76941,2.02,0.21,Bobby McCain,28
76942,1.54,0.16,Bobby McCain,28
76943,1.22,0.13,Bobby McCain,28
76944,0.95,0.1,Bobby McCain,28
76945,0.7,0.08,Bobby McCain,28
76946,0.47,0.05,Bobby McCain,28
76947,0.27,0.03,Bobby McCain,28
76948,0.17,0.02,Bobby McCain,28
76949,0.12,0.01,Bobby McCain,28
76950,0,0,Matt Darr,8
76951,0,0,Matt Darr,8
76952,0,0,Matt Darr,8
76953,0,0,Matt Darr,8
76954,0,0,Matt Darr,8
76955,0,0,Matt Darr,8
76956,0,0,Matt Darr,8
76957,0,0,Matt Darr,8
76958,0,0,Matt Darr,8
76959,0,0,Matt Darr,8
76960,0,0,Matt Darr,8
76961,0,0,Matt Darr,8
76962,0,0,Matt Darr,8
76963,0,0,Matt Darr,8
76964,0,0,Matt Darr,8
76965,0.01,0,Matt Darr,8
76966,0.09,0,Matt Darr,8
76967,0.26,0.02,Matt Darr,8
76968,0.45,0.04,Matt Darr,8
76969,0.62,0.06,Matt Darr,8
76970,0.83,0.08,Matt Darr,8
76971,1.03,0.1,Matt Darr,8
76972,1.28,0.13,Matt Darr,8
76973,1.46,0.14,Matt Darr,8
76974,1.67,0.17,Matt Darr,8
76975,1.89,0.19,Matt Darr,8
76976,2.11,0.21,Matt Darr,8
76977,2.45,0.25,Matt Darr,8
76978,2.62,0.25,Matt Darr,8
76979,2.78,0.27,Matt Darr,8
76980,2.88,0.28,Matt Darr,8
76981,2.88,0.28,Matt Darr,8
76982,2.86,0.28,Matt Darr,8
76983,2.8,0.28,Matt Darr,8
76984,2.67,0.27,Matt Darr,8
76985,2.54,0.26,Matt Darr,8
76986,2.38,0.24,Matt Darr,8
76987,2.19,0.22,Matt Darr,8
76988,2.06,0.21,Matt Darr,8
76989,1.91,0.2,Matt Darr,8
76990,1.79,0.18,Matt Darr,8
76991,1.6,0.16,Matt Darr,8
76992,1.49,0.15,Matt Darr,8
76993,1.31,0.13,Matt Darr,8
76994,1.19,0.13,Matt Darr,8
76995,1.16,0.13,Matt Darr,8
76996,1.11,0.12,Matt Darr,8
76997,1.1,0.11,Matt Darr,8
76998,1.23,0.12,Matt Darr,8
76999,1.38,0.13,Matt Darr,8
77000,1.57,0.15,Matt Darr,8
77001,1.85,0.17,Matt Darr,8
77002,2.25,0.21,Matt Darr,8
77003,2.47,0.24,Matt Darr,8
77004,2.71,0.27,Matt Darr,8
77005,3.12,0.32,Matt Darr,8
77006,3.33,0.33,Matt Darr,8
77007,3.53,0.35,Matt Darr,8
77008,3.6,0.35,Matt Darr,8
77009,3.83,0.39,Matt Darr,8
77010,4.15,0.41,Matt Darr,8
77011,4.4,0.43,Matt Darr,8
77012,4.67,0.46,Matt Darr,8
77013,4.93,0.48,Matt Darr,8
77014,5.15,0.51,Matt Darr,8
77015,5.35,0.53,Matt Darr,8
77016,5.5,0.55,Matt Darr,8
77017,5.6,0.56,Matt Darr,8
77018,5.63,0.56,Matt Darr,8
77019,5.67,0.57,Matt Darr,8
77020,5.63,0.57,Matt Darr,8
77021,5.61,0.57,Matt Darr,8
77022,5.58,0.56,Matt Darr,8
77023,5.59,0.56,Matt Darr,8
77024,5.59,0.56,Matt Darr,8
77025,5.57,0.56,Matt Darr,8
77026,5.62,0.56,Matt Darr,8
77027,5.62,0.56,Matt Darr,8
77028,5.69,0.57,Matt Darr,8
77029,5.62,0.56,Matt Darr,8
77030,5.53,0.56,Matt Darr,8
77031,5.44,0.55,Matt Darr,8
77032,5.35,0.54,Matt Darr,8
77033,5.28,0.54,Matt Darr,8
77034,5.13,0.52,Matt Darr,8
77035,0.08,0.01,Mike Hull,45
77036,0.06,0.01,Mike Hull,45
77037,0.04,0.02,Mike Hull,45
77038,0.03,0.02,Mike Hull,45
77039,0.02,0.01,Mike Hull,45
77040,0.02,0.01,Mike Hull,45
77041,0.02,0.01,Mike Hull,45
77042,0.02,0.01,Mike Hull,45
77043,0.02,0.02,Mike Hull,45
77044,0.02,0,Mike Hull,45
77045,0.02,0.02,Mike Hull,45
77046,0.02,0.02,Mike Hull,45
77047,0.05,0.02,Mike Hull,45
77048,0.22,0.04,Mike Hull,45
77049,0.56,0.04,Mike Hull,45
77050,1.04,0.09,Mike Hull,45
77051,1.61,0.15,Mike Hull,45
77052,2.36,0.23,Mike Hull,45
77053,2.99,0.28,Mike Hull,45
77054,3.5,0.33,Mike Hull,45
77055,3.98,0.38,Mike Hull,45
77056,4.32,0.41,Mike Hull,45
77057,4.6,0.45,Mike Hull,45
77058,4.74,0.47,Mike Hull,45
77059,4.71,0.47,Mike Hull,45
77060,4.49,0.46,Mike Hull,45
77061,4.22,0.44,Mike Hull,45
77062,3.81,0.4,Mike Hull,45
77063,3.25,0.35,Mike Hull,45
77064,2.61,0.29,Mike Hull,45
77065,2.1,0.23,Mike Hull,45
77066,1.59,0.17,Mike Hull,45
77067,1.44,0.15,Mike Hull,45
77068,1.53,0.16,Mike Hull,45
77069,1.68,0.16,Mike Hull,45
77070,1.88,0.17,Mike Hull,45
77071,2.12,0.2,Mike Hull,45
77072,2.4,0.23,Mike Hull,45
77073,2.58,0.25,Mike Hull,45
77074,2.68,0.26,Mike Hull,45
77075,2.7,0.26,Mike Hull,45
77076,2.73,0.27,Mike Hull,45
77077,2.84,0.28,Mike Hull,45
77078,2.91,0.29,Mike Hull,45
77079,3.04,0.31,Mike Hull,45
77080,3.06,0.31,Mike Hull,45
77081,3.22,0.32,Mike Hull,45
77082,3.26,0.33,Mike Hull,45
77083,3.38,0.34,Mike Hull,45
77084,3.65,0.37,Mike Hull,45
77085,3.92,0.39,Mike Hull,45
77086,4.1,0.41,Mike Hull,45
77087,4.38,0.44,Mike Hull,45
77088,4.66,0.47,Mike Hull,45
77089,4.87,0.48,Mike Hull,45
77090,5.09,0.51,Mike Hull,45
77091,5.34,0.53,Mike Hull,45
77092,5.52,0.55,Mike Hull,45
77093,5.7,0.57,Mike Hull,45
77094,5.98,0.61,Mike Hull,45
77095,6.19,0.62,Mike Hull,45
77096,6.28,0.63,Mike Hull,45
77097,6.44,0.64,Mike Hull,45
77098,6.6,0.66,Mike Hull,45
77099,6.74,0.67,Mike Hull,45
77100,6.87,0.68,Mike Hull,45
77101,6.97,0.7,Mike Hull,45
77102,7.08,0.71,Mike Hull,45
77103,7.14,0.71,Mike Hull,45
77104,7.17,0.72,Mike Hull,45
77105,7.31,0.73,Mike Hull,45
77106,7.4,0.74,Mike Hull,45
77107,7.44,0.74,Mike Hull,45
77108,7.46,0.75,Mike Hull,45
77109,7.55,0.75,Mike Hull,45
77110,7.54,0.76,Mike Hull,45
77111,7.47,0.75,Mike Hull,45
77112,7.32,0.74,Mike Hull,45
77113,7.15,0.72,Mike Hull,45
